Start Training:
Iter: 0, Loss: 2.33465e+01, Loss0: 2.29114e+01, Loss_b: 1.94716e-01, Loss_f: 2.40361e-01, Loss_prev: 0.00000e+00
Iter: 4300, Loss: 1.32447e+00, Loss0: 1.21587e+00, Loss_b: 3.84644e-04, Loss_f: 1.08223e-01, Loss_prev: 0.00000e+00
Iter: 4400, Loss: 1.09640e+00, Loss0: 9.67106e-01, Loss_b: 1.94400e-04, Loss_f: 1.29098e-01, Loss_prev: 0.00000e+00
Iter: 4500, Loss: 1.31906e+00, Loss0: 1.21046e+00, Loss_b: 2.98468e-04, Loss_f: 1.08306e-01, Loss_prev: 0.00000e+00
Iter: 4600, Loss: 1.06163e+00, Loss0: 9.33511e-01, Loss_b: 1.81257e-04, Loss_f: 1.27938e-01, Loss_prev: 0.00000e+00
Iter: 4700, Loss: 1.20909e+00, Loss0: 1.11034e+00, Loss_b: 4.42163e-04, Loss_f: 9.83018e-02, Loss_prev: 0.00000e+00
Iter: 4800, Loss: 1.65699e+00, Loss0: 8.97272e-01, Loss_b: 1.69062e-04, Loss_f: 7.59548e-01, Loss_prev: 0.00000e+00
Iter: 4900, Loss: 1.13843e+00, Loss0: 1.03683e+00, Loss_b: 3.40602e-04, Loss_f: 1.01252e-01, Loss_prev: 0.00000e+00
Iter: 5000, Loss: 1.32560e+00, Loss0: 1.11032e+00, Loss_b: 1.85655e-04, Loss_f: 2.15086e-01, Loss_prev: 0.00000e+00
Iter: 5100, Loss: 1.00004e+00, Loss0: 8.80594e-01, Loss_b: 1.83083e-04, Loss_f: 1.19267e-01, Loss_prev: 0.00000e+00
Iter: 5200, Loss: 1.02955e+00, Loss0: 9.27999e-01, Loss_b: 3.18736e-04, Loss_f: 1.01228e-01, Loss_prev: 0.00000e+00
Iter: 5300, Loss: 1.19652e+00, Loss0: 1.09555e+00, Loss_b: 1.30771e-04, Loss_f: 1.00836e-01, Loss_prev: 0.00000e+00
Iter: 5400, Loss: 1.22217e+01, Loss0: 8.86525e-01, Loss_b: 1.69621e-04, Loss_f: 1.13350e+01, Loss_prev: 0.00000e+00
Iter: 5500, Loss: 1.31867e+00, Loss0: 1.19970e+00, Loss_b: 4.47118e-04, Loss_f: 1.18517e-01, Loss_prev: 0.00000e+00
Iter: 5600, Loss: 1.00868e+00, Loss0: 9.00464e-01, Loss_b: 2.28342e-04, Loss_f: 1.07992e-01, Loss_prev: 0.00000e+00
Iter: 5700, Loss: 1.64698e+00, Loss0: 1.47627e+00, Loss_b: 3.21184e-03, Loss_f: 1.67501e-01, Loss_prev: 0.00000e+00
Iter: 5800, Loss: 1.08252e+00, Loss0: 9.82478e-01, Loss_b: 1.55628e-04, Loss_f: 9.98841e-02, Loss_prev: 0.00000e+00
Iter: 5900, Loss: 2.76626e+00, Loss0: 1.25572e+00, Loss_b: 2.03274e-03, Loss_f: 1.50851e+00, Loss_prev: 0.00000e+00
Iter: 6000, Loss: 1.03002e+00, Loss0: 9.37196e-01, Loss_b: 2.56517e-04, Loss_f: 9.25705e-02, Loss_prev: 0.00000e+00
Iter: 6100, Loss: 1.60600e+00, Loss0: 1.02600e+00, Loss_b: 1.78846e-03, Loss_f: 5.78205e-01, Loss_prev: 0.00000e+00
Iter: 6200, Loss: 9.74205e-01, Loss0: 8.78753e-01, Loss_b: 2.27685e-04, Loss_f: 9.52252e-02, Loss_prev: 0.00000e+00
Iter: 6300, Loss: 1.17612e+00, Loss0: 1.06334e+00, Loss_b: 1.87188e-04, Loss_f: 1.12584e-01, Loss_prev: 0.00000e+00
Iter: 6400, Loss: 9.05847e-01, Loss0: 7.96496e-01, Loss_b: 1.11840e-04, Loss_f: 1.09238e-01, Loss_prev: 0.00000e+00
Iter: 6500, Loss: 9.25568e-01, Loss0: 8.28824e-01, Loss_b: 1.89345e-04, Loss_f: 9.65545e-02, Loss_prev: 0.00000e+00
Iter: 6600, Loss: 1.30833e+00, Loss0: 1.18094e+00, Loss_b: 1.09088e-04, Loss_f: 1.27278e-01, Loss_prev: 0.00000e+00
Iter: 6700, Loss: 9.24499e-01, Loss0: 8.25025e-01, Loss_b: 1.48550e-04, Loss_f: 9.93261e-02, Loss_prev: 0.00000e+00
Iter: 6800, Loss: 1.27238e+00, Loss0: 1.15274e+00, Loss_b: 8.96045e-05, Loss_f: 1.19553e-01, Loss_prev: 0.00000e+00
Iter: 6900, Loss: 9.22248e-01, Loss0: 8.23917e-01, Loss_b: 1.70618e-04, Loss_f: 9.81608e-02, Loss_prev: 0.00000e+00
Iter: 7000, Loss: 1.25940e+00, Loss0: 1.10720e+00, Loss_b: 9.18934e-04, Loss_f: 1.51282e-01, Loss_prev: 0.00000e+00
Iter: 7100, Loss: 9.00396e-01, Loss0: 8.04296e-01, Loss_b: 1.19860e-04, Loss_f: 9.59797e-02, Loss_prev: 0.00000e+00
Iter: 7200, Loss: 1.09787e+00, Loss0: 9.94779e-01, Loss_b: 5.58476e-05, Loss_f: 1.03035e-01, Loss_prev: 0.00000e+00
Iter: 7300, Loss: 8.56655e-01, Loss0: 7.50775e-01, Loss_b: 9.98560e-05, Loss_f: 1.05780e-01, Loss_prev: 0.00000e+00
Iter: 7400, Loss: 1.05287e+00, Loss0: 9.58266e-01, Loss_b: 2.66951e-04, Loss_f: 9.43378e-02, Loss_prev: 0.00000e+00
Iter: 7500, Loss: 8.34770e-01, Loss0: 7.27362e-01, Loss_b: 7.50048e-05, Loss_f: 1.07333e-01, Loss_prev: 0.00000e+00
Iter: 7600, Loss: 1.08190e+00, Loss0: 9.79991e-01, Loss_b: 2.80374e-04, Loss_f: 1.01628e-01, Loss_prev: 0.00000e+00
Iter: 7700, Loss: 8.51888e-01, Loss0: 7.48144e-01, Loss_b: 1.01377e-04, Loss_f: 1.03643e-01, Loss_prev: 0.00000e+00
Iter: 7800, Loss: 1.19794e+00, Loss0: 1.08652e+00, Loss_b: 8.64084e-05, Loss_f: 1.11337e-01, Loss_prev: 0.00000e+00
Iter: 7900, Loss: 8.62690e-01, Loss0: 7.67469e-01, Loss_b: 9.10944e-05, Loss_f: 9.51302e-02, Loss_prev: 0.00000e+00
Iter: 8000, Loss: 1.43152e+00, Loss0: 1.23478e+00, Loss_b: 7.49291e-03, Loss_f: 1.89251e-01, Loss_prev: 0.00000e+00
Iter: 8100, Loss: 9.33675e-01, Loss0: 8.45449e-01, Loss_b: 1.62349e-04, Loss_f: 8.80628e-02, Loss_prev: 0.00000e+00
Iter: 8200, Loss: 8.04170e-01, Loss0: 6.93738e-01, Loss_b: 5.27874e-05, Loss_f: 1.10380e-01, Loss_prev: 0.00000e+00
Iter: 8300, Loss: 1.13572e+00, Loss0: 1.03163e+00, Loss_b: 3.10463e-04, Loss_f: 1.03783e-01, Loss_prev: 0.00000e+00
Iter: 8400, Loss: 8.46907e-01, Loss0: 7.48959e-01, Loss_b: 7.13945e-05, Loss_f: 9.78768e-02, Loss_prev: 0.00000e+00
Iter: 8500, Loss: 1.45903e+00, Loss0: 1.26570e+00, Loss_b: 9.09787e-03, Loss_f: 1.84229e-01, Loss_prev: 0.00000e+00
Iter: 8600, Loss: 9.52517e-01, Loss0: 8.63344e-01, Loss_b: 1.80013e-04, Loss_f: 8.89938e-02, Loss_prev: 0.00000e+00
Iter: 8700, Loss: 8.03591e-01, Loss0: 6.96756e-01, Loss_b: 5.90204e-05, Loss_f: 1.06776e-01, Loss_prev: 0.00000e+00
Iter: 8800, Loss: 1.07274e+00, Loss0: 9.80747e-01, Loss_b: 1.95579e-04, Loss_f: 9.18017e-02, Loss_prev: 0.00000e+00
Iter: 8900, Loss: 8.12078e-01, Loss0: 7.15520e-01, Loss_b: 6.60519e-05, Loss_f: 9.64922e-02, Loss_prev: 0.00000e+00
Iter: 9000, Loss: 1.05567e+00, Loss0: 9.55302e-01, Loss_b: 4.08864e-05, Loss_f: 1.00329e-01, Loss_prev: 0.00000e+00
Iter: 9100, Loss: 8.00858e-01, Loss0: 7.05125e-01, Loss_b: 8.47451e-05, Loss_f: 9.56476e-02, Loss_prev: 0.00000e+00
Iter: 9200, Loss: 1.41596e+00, Loss0: 1.26130e+00, Loss_b: 6.62396e-03, Loss_f: 1.48039e-01, Loss_prev: 0.00000e+00
Iter: 9300, Loss: 9.41886e-01, Loss0: 8.51974e-01, Loss_b: 1.71700e-04, Loss_f: 8.97401e-02, Loss_prev: 0.00000e+00
Iter: 9400, Loss: 7.72682e-01, Loss0: 6.68976e-01, Loss_b: 6.59924e-05, Loss_f: 1.03640e-01, Loss_prev: 0.00000e+00
Iter: 9500, Loss: 1.06134e+00, Loss0: 9.71197e-01, Loss_b: 2.33496e-04, Loss_f: 8.99074e-02, Loss_prev: 0.00000e+00
Iter: 9600, Loss: 8.04789e-01, Loss0: 7.09935e-01, Loss_b: 6.28341e-05, Loss_f: 9.47913e-02, Loss_prev: 0.00000e+00
Iter: 9700, Loss: 1.33648e+00, Loss0: 9.97730e-01, Loss_b: 8.14769e-04, Loss_f: 3.37931e-01, Loss_prev: 0.00000e+00
Iter: 9800, Loss: 8.60300e-01, Loss0: 7.78454e-01, Loss_b: 1.52501e-04, Loss_f: 8.16932e-02, Loss_prev: 0.00000e+00
Iter: 9900, Loss: 3.95753e+00, Loss0: 6.87190e-01, Loss_b: 1.93946e-04, Loss_f: 3.27015e+00, Loss_prev: 0.00000e+00
Iter: 10000, Loss: 8.41036e-01, Loss0: 7.59956e-01, Loss_b: 1.51009e-04, Loss_f: 8.09294e-02, Loss_prev: 0.00000e+00
Iter: 10100, Loss: 6.31039e-01, Loss0: 4.76941e-01, Loss_b: 2.16254e-04, Loss_f: 1.53881e-01, Loss_prev: 0.00000e+00
Iter: 10200, Loss: 5.55861e-01, Loss0: 3.95816e-01, Loss_b: 5.84083e-04, Loss_f: 1.59461e-01, Loss_prev: 0.00000e+00
Iter: 10300, Loss: 4.93372e-01, Loss0: 3.42717e-01, Loss_b: 6.96174e-04, Loss_f: 1.49959e-01, Loss_prev: 0.00000e+00
Iter: 10400, Loss: 4.60016e-01, Loss0: 3.15679e-01, Loss_b: 6.70666e-04, Loss_f: 1.43666e-01, Loss_prev: 0.00000e+00
Iter: 10500, Loss: 4.18060e-01, Loss0: 2.90134e-01, Loss_b: 2.68995e-04, Loss_f: 1.27657e-01, Loss_prev: 0.00000e+00
Iter: 10600, Loss: 3.83226e-01, Loss0: 2.59801e-01, Loss_b: 4.19745e-04, Loss_f: 1.23005e-01, Loss_prev: 0.00000e+00
Iter: 10700, Loss: 3.52009e-01, Loss0: 2.37848e-01, Loss_b: 2.00407e-04, Loss_f: 1.13961e-01, Loss_prev: 0.00000e+00
Iter: 10800, Loss: 3.23868e-01, Loss0: 2.20480e-01, Loss_b: 7.83586e-05, Loss_f: 1.03309e-01, Loss_prev: 0.00000e+00
Iter: 10900, Loss: 2.94566e-01, Loss0: 1.95616e-01, Loss_b: 2.86979e-05, Loss_f: 9.89219e-02, Loss_prev: 0.00000e+00
Iter: 11000, Loss: 2.68513e-01, Loss0: 1.78969e-01, Loss_b: 6.52146e-04, Loss_f: 8.88914e-02, Loss_prev: 0.00000e+00
Iter: 11100, Loss: 2.49370e-01, Loss0: 1.67466e-01, Loss_b: 7.34385e-04, Loss_f: 8.11702e-02, Loss_prev: 0.00000e+00
Iter: 11200, Loss: 2.36233e-01, Loss0: 1.58352e-01, Loss_b: 6.08119e-05, Loss_f: 7.78211e-02, Loss_prev: 0.00000e+00
Iter: 11300, Loss: 2.21791e-01, Loss0: 1.44203e-01, Loss_b: 6.93199e-04, Loss_f: 7.68947e-02, Loss_prev: 0.00000e+00
Iter: 11400, Loss: 2.10453e-01, Loss0: 1.35002e-01, Loss_b: 1.61837e-05, Loss_f: 7.54345e-02, Loss_prev: 0.00000e+00
Iter: 11500, Loss: 1.99767e-01, Loss0: 1.25619e-01, Loss_b: 7.14455e-05, Loss_f: 7.40768e-02, Loss_prev: 0.00000e+00
Iter: 11600, Loss: 1.88302e-01, Loss0: 1.15751e-01, Loss_b: 1.02793e-04, Loss_f: 7.24485e-02, Loss_prev: 0.00000e+00
Iter: 11700, Loss: 1.78591e-01, Loss0: 1.09022e-01, Loss_b: 3.61343e-05, Loss_f: 6.95334e-02, Loss_prev: 0.00000e+00
Iter: 11800, Loss: 1.68634e-01, Loss0: 9.70508e-02, Loss_b: 8.05159e-05, Loss_f: 7.15027e-02, Loss_prev: 0.00000e+00
Iter: 11900, Loss: 1.58993e-01, Loss0: 8.78274e-02, Loss_b: 5.60751e-05, Loss_f: 7.11092e-02, Loss_prev: 0.00000e+00
Iter: 12000, Loss: 1.48827e-01, Loss0: 8.20110e-02, Loss_b: 7.42180e-05, Loss_f: 6.67420e-02, Loss_prev: 0.00000e+00
Iter: 12100, Loss: 1.40576e-01, Loss0: 7.97710e-02, Loss_b: 2.16454e-04, Loss_f: 6.05884e-02, Loss_prev: 0.00000e+00
Iter: 12200, Loss: 1.31789e-01, Loss0: 7.54814e-02, Loss_b: 7.99542e-05, Loss_f: 5.62278e-02, Loss_prev: 0.00000e+00
Iter: 12300, Loss: 1.20692e-01, Loss0: 6.53994e-02, Loss_b: 8.51439e-05, Loss_f: 5.52076e-02, Loss_prev: 0.00000e+00
Iter: 12400, Loss: 1.12299e-01, Loss0: 5.83761e-02, Loss_b: 3.58164e-05, Loss_f: 5.38873e-02, Loss_prev: 0.00000e+00
Iter: 12500, Loss: 1.04739e-01, Loss0: 5.40117e-02, Loss_b: 2.57777e-05, Loss_f: 5.07013e-02, Loss_prev: 0.00000e+00
Iter: 12600, Loss: 9.75739e-02, Loss0: 4.99395e-02, Loss_b: 2.34171e-05, Loss_f: 4.76110e-02, Loss_prev: 0.00000e+00
Iter: 12700, Loss: 9.07042e-02, Loss0: 4.50165e-02, Loss_b: 4.32008e-05, Loss_f: 4.56444e-02, Loss_prev: 0.00000e+00
Iter: 12800, Loss: 8.44311e-02, Loss0: 4.01104e-02, Loss_b: 4.58636e-05, Loss_f: 4.42748e-02, Loss_prev: 0.00000e+00
Iter: 12900, Loss: 7.73137e-02, Loss0: 3.69852e-02, Loss_b: 3.65082e-05, Loss_f: 4.02920e-02, Loss_prev: 0.00000e+00
Iter: 13000, Loss: 7.26364e-02, Loss0: 3.50432e-02, Loss_b: 4.52541e-05, Loss_f: 3.75479e-02, Loss_prev: 0.00000e+00
Iter: 13100, Loss: 6.83574e-02, Loss0: 3.43303e-02, Loss_b: 3.46756e-05, Loss_f: 3.39924e-02, Loss_prev: 0.00000e+00
Iter: 13200, Loss: 6.40989e-02, Loss0: 3.10200e-02, Loss_b: 3.48416e-05, Loss_f: 3.30440e-02, Loss_prev: 0.00000e+00
Iter: 13300, Loss: 6.13176e-02, Loss0: 2.94398e-02, Loss_b: 4.30895e-05, Loss_f: 3.18348e-02, Loss_prev: 0.00000e+00
Iter: 13400, Loss: 5.84761e-02, Loss0: 2.76623e-02, Loss_b: 2.88793e-05, Loss_f: 3.07849e-02, Loss_prev: 0.00000e+00
Iter: 13500, Loss: 5.55031e-02, Loss0: 2.64873e-02, Loss_b: 5.05876e-05, Loss_f: 2.89652e-02, Loss_prev: 0.00000e+00
Iter: 13600, Loss: 5.33983e-02, Loss0: 2.50811e-02, Loss_b: 1.35479e-05, Loss_f: 2.83037e-02, Loss_prev: 0.00000e+00
Iter: 13700, Loss: 5.16032e-02, Loss0: 2.39291e-02, Loss_b: 9.83241e-06, Loss_f: 2.76643e-02, Loss_prev: 0.00000e+00
Iter: 13800, Loss: 4.94175e-02, Loss0: 2.39676e-02, Loss_b: 5.44696e-06, Loss_f: 2.54444e-02, Loss_prev: 0.00000e+00
Iter: 13900, Loss: 4.79077e-02, Loss0: 2.38449e-02, Loss_b: 1.94691e-05, Loss_f: 2.40434e-02, Loss_prev: 0.00000e+00
Iter: 14000, Loss: 4.64293e-02, Loss0: 2.34978e-02, Loss_b: 2.00596e-05, Loss_f: 2.29114e-02, Loss_prev: 0.00000e+00
Iter: 14100, Loss: 4.46780e-02, Loss0: 2.22495e-02, Loss_b: 1.83120e-05, Loss_f: 2.24102e-02, Loss_prev: 0.00000e+00
Iter: 14200, Loss: 4.29353e-02, Loss0: 2.00195e-02, Loss_b: 1.46650e-05, Loss_f: 2.29011e-02, Loss_prev: 0.00000e+00
Iter: 14300, Loss: 4.12250e-02, Loss0: 1.85524e-02, Loss_b: 3.18137e-05, Loss_f: 2.26407e-02, Loss_prev: 0.00000e+00
Iter: 14400, Loss: 3.92333e-02, Loss0: 1.73448e-02, Loss_b: 3.05756e-05, Loss_f: 2.18579e-02, Loss_prev: 0.00000e+00
Iter: 14500, Loss: 3.74961e-02, Loss0: 1.63903e-02, Loss_b: 3.76672e-05, Loss_f: 2.10681e-02, Loss_prev: 0.00000e+00
Iter: 14600, Loss: 3.62198e-02, Loss0: 1.62208e-02, Loss_b: 3.72283e-05, Loss_f: 1.99617e-02, Loss_prev: 0.00000e+00
Iter: 14700, Loss: 3.51718e-02, Loss0: 1.49676e-02, Loss_b: 4.08538e-05, Loss_f: 2.01634e-02, Loss_prev: 0.00000e+00
Iter: 14800, Loss: 3.39622e-02, Loss0: 1.46905e-02, Loss_b: 3.73470e-05, Loss_f: 1.92343e-02, Loss_prev: 0.00000e+00
Iter: 14900, Loss: 3.27388e-02, Loss0: 1.42718e-02, Loss_b: 3.53256e-05, Loss_f: 1.84317e-02, Loss_prev: 0.00000e+00
Iter: 15000, Loss: 3.16553e-02, Loss0: 1.37830e-02, Loss_b: 3.71078e-05, Loss_f: 1.78352e-02, Loss_prev: 0.00000e+00
Iter: 15100, Loss: 3.01969e-02, Loss0: 1.28104e-02, Loss_b: 1.68040e-05, Loss_f: 1.73697e-02, Loss_prev: 0.00000e+00
Iter: 15200, Loss: 2.90179e-02, Loss0: 1.24276e-02, Loss_b: 2.49560e-05, Loss_f: 1.65653e-02, Loss_prev: 0.00000e+00
Iter: 15300, Loss: 2.76527e-02, Loss0: 1.21253e-02, Loss_b: 4.12448e-06, Loss_f: 1.55233e-02, Loss_prev: 0.00000e+00
Iter: 15400, Loss: 2.60899e-02, Loss0: 1.15535e-02, Loss_b: 2.26417e-06, Loss_f: 1.45342e-02, Loss_prev: 0.00000e+00
Iter: 15500, Loss: 2.49218e-02, Loss0: 1.11666e-02, Loss_b: 3.17603e-06, Loss_f: 1.37520e-02, Loss_prev: 0.00000e+00
Iter: 15600, Loss: 2.39243e-02, Loss0: 1.04696e-02, Loss_b: 6.98499e-06, Loss_f: 1.34477e-02, Loss_prev: 0.00000e+00
Iter: 15700, Loss: 2.28604e-02, Loss0: 9.37323e-03, Loss_b: 5.64033e-06, Loss_f: 1.34815e-02, Loss_prev: 0.00000e+00
Iter: 15800, Loss: 2.21290e-02, Loss0: 8.45739e-03, Loss_b: 1.68015e-06, Loss_f: 1.36699e-02, Loss_prev: 0.00000e+00
Iter: 15900, Loss: 2.12420e-02, Loss0: 8.07477e-03, Loss_b: 9.05805e-06, Loss_f: 1.31582e-02, Loss_prev: 0.00000e+00
Iter: 16000, Loss: 2.02319e-02, Loss0: 7.79914e-03, Loss_b: 8.41989e-06, Loss_f: 1.24244e-02, Loss_prev: 0.00000e+00
Iter: 16100, Loss: 1.91079e-02, Loss0: 7.38703e-03, Loss_b: 1.21975e-05, Loss_f: 1.17087e-02, Loss_prev: 0.00000e+00
Iter: 16200, Loss: 1.82992e-02, Loss0: 7.16943e-03, Loss_b: 1.64816e-05, Loss_f: 1.11133e-02, Loss_prev: 0.00000e+00
Iter: 16300, Loss: 1.75479e-02, Loss0: 6.64763e-03, Loss_b: 2.15198e-05, Loss_f: 1.08788e-02, Loss_prev: 0.00000e+00
Iter: 16400, Loss: 1.68119e-02, Loss0: 6.26609e-03, Loss_b: 2.34194e-05, Loss_f: 1.05224e-02, Loss_prev: 0.00000e+00
Iter: 16500, Loss: 1.60366e-02, Loss0: 5.86107e-03, Loss_b: 2.19546e-05, Loss_f: 1.01536e-02, Loss_prev: 0.00000e+00
Iter: 16600, Loss: 1.53960e-02, Loss0: 5.78982e-03, Loss_b: 2.60282e-05, Loss_f: 9.58018e-03, Loss_prev: 0.00000e+00
Iter: 16700, Loss: 1.45149e-02, Loss0: 5.46940e-03, Loss_b: 1.59864e-05, Loss_f: 9.02947e-03, Loss_prev: 0.00000e+00
Iter: 16800, Loss: 1.37035e-02, Loss0: 4.71783e-03, Loss_b: 1.84994e-05, Loss_f: 8.96715e-03, Loss_prev: 0.00000e+00
Iter: 16900, Loss: 1.31814e-02, Loss0: 4.34499e-03, Loss_b: 1.67202e-05, Loss_f: 8.81969e-03, Loss_prev: 0.00000e+00
Iter: 17000, Loss: 1.26663e-02, Loss0: 4.16487e-03, Loss_b: 1.25156e-05, Loss_f: 8.48892e-03, Loss_prev: 0.00000e+00
