Start Training:
Iter: 0, Loss: 3.47785e+01, Loss0: 2.33734e+01, Loss_b: 3.51624e-06, Loss_f: 2.42170e-03, Loss_prev: 1.14027e+01
Iter: 17100, Loss: 1.47242e-03, Loss0: 4.96138e-05, Loss_b: 7.49529e-06, Loss_f: 1.35489e-03, Loss_prev: 6.04153e-05
Iter: 17200, Loss: 1.41980e-03, Loss0: 4.73696e-05, Loss_b: 7.41211e-06, Loss_f: 1.31166e-03, Loss_prev: 5.33561e-05
Iter: 17300, Loss: 1.38267e-03, Loss0: 4.78518e-05, Loss_b: 7.26084e-06, Loss_f: 1.27498e-03, Loss_prev: 5.25736e-05
Iter: 17400, Loss: 1.34581e-03, Loss0: 5.07211e-05, Loss_b: 6.55136e-06, Loss_f: 1.22483e-03, Loss_prev: 6.37088e-05
Iter: 17500, Loss: 1.30684e-03, Loss0: 4.65050e-05, Loss_b: 6.90567e-06, Loss_f: 1.19027e-03, Loss_prev: 6.31506e-05
Iter: 17600, Loss: 1.26396e-03, Loss0: 4.51962e-05, Loss_b: 6.43357e-06, Loss_f: 1.14417e-03, Loss_prev: 6.81602e-05
Iter: 17700, Loss: 1.21960e-03, Loss0: 4.61500e-05, Loss_b: 6.24846e-06, Loss_f: 1.11508e-03, Loss_prev: 5.21233e-05
Iter: 17800, Loss: 1.17353e-03, Loss0: 4.74299e-05, Loss_b: 6.33637e-06, Loss_f: 1.07216e-03, Loss_prev: 4.75969e-05
Iter: 17900, Loss: 1.13496e-03, Loss0: 4.59444e-05, Loss_b: 7.84105e-06, Loss_f: 1.03799e-03, Loss_prev: 4.31813e-05
Iter: 18000, Loss: 1.10372e-03, Loss0: 4.75603e-05, Loss_b: 7.54997e-06, Loss_f: 1.00597e-03, Loss_prev: 4.26366e-05
Iter: 18100, Loss: 1.07267e-03, Loss0: 4.92369e-05, Loss_b: 7.38000e-06, Loss_f: 9.77164e-04, Loss_prev: 3.88945e-05
Training time: 8245.7206
